5.207099999999999618e+00,4.572600000000000442e+00
3.743199999999999861e+00,3.875000000000000000e+00
4.474300000000000388e+00,4.268699999999999939e+00
6.105299999999999727e+00,5.903699999999999726e+00
5.409299999999999997e+00,4.657700000000000173e+00
4.327399999999999913e+00,4.106799999999999784e+00
5.041900000000000048e+00,5.166000000000000369e+00
4.862899999999999778e+00,5.317800000000000082e+00
3.994099999999999984e+00,2.972100000000000186e+00
4.958999999999999631e+00,4.924599999999999866e+00
4.419299999999999784e+00,3.915900000000000158e+00
4.853200000000000180e+00,4.150599999999999845e+00
3.928500000000000103e+00,3.431000000000000050e+00
3.640699999999999825e+00,3.032500000000000195e+00
4.552599999999999980e+00,3.803399999999999892e+00
4.433900000000000396e+00,4.490199999999999747e+00
4.192999999999999616e+00,4.084699999999999775e+00
4.649399999999999977e+00,4.762800000000000367e+00
5.592100000000000293e+00,5.786100000000000243e+00
5.784600000000000186e+00,5.159500000000000419e+00
4.307699999999999640e+00,4.498599999999999710e+00
5.653500000000000192e+00,5.791100000000000136e+00
3.955200000000000049e+00,3.915900000000000158e+00
4.703999999999999737e+00,4.405100000000000016e+00
5.002900000000000347e+00,5.117399999999999949e+00
5.319099999999999717e+00,4.764599999999999724e+00
4.833800000000000097e+00,5.266799999999999926e+00
3.952599999999999891e+00,3.037100000000000133e+00
4.344100000000000072e+00,3.901600000000000179e+00
3.311300000000000132e+00,2.863900000000000112e+00
4.342699999999999783e+00,3.831500000000000128e+00
5.076200000000000045e+00,4.207799999999999763e+00
4.971700000000000230e+00,5.162200000000000344e+00
5.293800000000000061e+00,5.001999999999999780e+00
3.048599999999999977e+00,2.485799999999999788e+00
4.671400000000000219e+00,4.098700000000000010e+00
5.522999999999999687e+00,5.463000000000000078e+00
4.593099999999999739e+00,4.524700000000000166e+00
4.599700000000000344e+00,4.084100000000000286e+00
3.235300000000000065e+00,2.918400000000000105e+00
4.684300000000000352e+00,4.537899999999999601e+00
4.687199999999999811e+00,4.832099999999999618e+00
4.740400000000000169e+00,3.946699999999999875e+00
4.958700000000000330e+00,4.315400000000000347e+00
3.842900000000000205e+00,3.394499999999999851e+00
5.072000000000000064e+00,5.576299999999999812e+00
4.225100000000000300e+00,4.248599999999999710e+00
3.685500000000000220e+00,3.397899999999999920e+00
5.208700000000000330e+00,4.768699999999999939e+00
4.942400000000000126e+00,4.759400000000000297e+00
5.232400000000000162e+00,4.478100000000000414e+00
3.901400000000000201e+00,3.940799999999999859e+00
4.712100000000000399e+00,4.856300000000000061e+00
4.880700000000000038e+00,4.565500000000000114e+00
4.833599999999999675e+00,4.757900000000000240e+00
5.294500000000000206e+00,4.589900000000000091e+00
4.811399999999999899e+00,4.905000000000000249e+00
3.827900000000000080e+00,3.836199999999999832e+00
4.884999999999999787e+00,5.611100000000000421e+00
4.195199999999999818e+00,3.252800000000000136e+00
5.331299999999999706e+00,4.579200000000000159e+00
4.574600000000000222e+00,3.677799999999999958e+00
5.244600000000000151e+00,5.951500000000000234e+00
4.453999999999999737e+00,3.806200000000000028e+00
4.621599999999999930e+00,4.027000000000000135e+00
4.653599999999999959e+00,4.032099999999999795e+00
4.418800000000000061e+00,4.317199999999999704e+00
5.894599999999999618e+00,6.485000000000000320e+00
5.360500000000000043e+00,5.480100000000000193e+00
4.202499999999999680e+00,4.206900000000000084e+00
4.611600000000000144e+00,4.719599999999999795e+00
4.725699999999999790e+00,4.495499999999999829e+00
5.152099999999999902e+00,5.900400000000000311e+00
4.830599999999999561e+00,3.840399999999999814e+00
4.081800000000000317e+00,3.431700000000000195e+00
5.351600000000000357e+00,5.418199999999999683e+00
4.050500000000000433e+00,3.714599999999999902e+00
4.466599999999999682e+00,4.514800000000000146e+00
4.640399999999999636e+00,4.343600000000000350e+00
4.825999999999999623e+00,5.546899999999999942e+00
5.619699999999999918e+00,5.168199999999999683e+00
4.338499999999999801e+00,4.157600000000000406e+00
3.753600000000000048e+00,2.914000000000000146e+00
4.209900000000000198e+00,3.960300000000000153e+00
5.415099999999999802e+00,5.308900000000000396e+00
4.923399999999999999e+00,5.252100000000000435e+00
4.647300000000000431e+00,4.684700000000000308e+00
