-1.200868133259134396e+01,-2.461405538447290269e+02,2.515698564952647303e+02,-6.800599999999999978e-01
2.079161437158759185e+01,-3.042185019244178648e+02,1.961954357977297718e+02,8.806000000000000494e-01
5.785527037524221896e+02,2.932810884490033914e+02,2.432103062581891493e+02,1.840899999999999981e+00
4.839800138220215899e+02,-4.999979374441568325e+02,1.972699632283116955e+01,-2.900900000000000034e+00
4.008822546039564827e+02,2.794088248355382689e+02,3.108181003589737657e+02,1.304599999999999982e+00
1.086254210046144863e+03,-3.624475280924204981e+02,-3.993905113348478153e+01,5.445299999999999585e+00
9.706581323772550007e+00,7.608068215019507363e+00,5.079003527583607536e+01,1.193299999999999916e-02
1.685075984717471442e+02,1.585143765258289648e+02,3.551648626113584442e+02,5.935300000000000020e-01
9.177202867785531737e+01,-1.852959893585206146e+02,3.704747012805743367e+01,4.785800000000000054e-01
5.649330953267946143e+01,-3.599749111655626166e+02,1.766794109159331470e+02,1.131000000000000005e+00
1.772168907579166444e+02,1.363886914192072197e+02,1.745910789543345345e+02,-4.277500000000000191e-01
1.084130814841537926e+02,2.341639546506692682e+01,1.485908459380443425e+01,-1.328499999999999959e-01
9.405885846815390749e+00,7.552058190792856784e+00,1.040196586994929717e+01,-5.538200000000000067e-03
3.974616205822258621e+02,-1.078055028599363368e+03,2.992730153790648728e+02,6.274499999999999744e+00
9.222291799073111918e+01,-1.460306885879425636e+02,2.016040243736747328e+01,3.644399999999999862e-01
5.971565917050656935e+02,-8.701581279412714593e+02,1.023945710303546548e+02,5.495899999999999785e+00
1.819458129594515299e+02,-7.646404145903341032e+02,2.993163199148863214e+02,3.560400000000000009e+00
1.394505537656426668e+02,1.217919973016718416e+02,2.023365770477684578e+02,3.646400000000000197e-01
1.511099771344379405e+02,-8.743398318600785046e+01,-5.366773643416057560e+00,3.454999999999999738e-01
2.814496796564541228e+02,2.489950866927803190e+02,4.292020224046001999e+02,-1.074100000000000055e+00
7.361661067021483973e+01,-3.025905599185757637e+02,1.167529071978377146e+02,8.877500000000000391e-01
9.128236800555042052e+00,-7.231063921453213084e+01,3.885922083578592634e+01,-1.016200000000000020e-01
3.532952897917851942e+02,-4.628053629061928405e+02,4.272216410678227305e+01,2.245299999999999851e+00
-4.822361435409604269e+01,-1.169585078630248063e+03,1.152415966307139570e+03,6.994299999999999962e+00
1.713353644894745230e+03,1.056721765052161572e+03,1.027747500566089002e+03,1.042900000000000027e+01
3.033395498336159335e+01,1.795273197904997176e+01,1.680258686198658324e+01,2.391100000000000170e-02
3.819909106369992742e+02,5.594024615748799789e+01,3.647787349712086780e+01,8.823400000000000132e-01
-6.109098431909077931e+01,-5.009402796981439678e+02,9.746911397056580881e+02,-2.330499999999999794e+00
1.007587322825307865e+03,4.078361336972572531e+02,2.981931890140656947e+02,3.955299999999999816e+00
3.666388222899732909e+02,-1.440806698388881841e+02,-1.455741808085769584e+01,1.118999999999999995e+00
1.872747387935211805e+02,2.938608886995807268e+01,1.896553779860007438e+01,3.024999999999999911e-01
5.402025097010139234e+02,-1.047052050658679434e+02,-1.088757169571162109e+01,1.724499999999999922e+00
2.285725900378955089e+01,-1.042929501415830771e+02,4.296700026527107497e+01,-1.784399999999999875e-01
1.229130078612575517e+03,-8.312099429178222181e+02,-3.222551709585947322e+01,8.710900000000000531e+00
6.172679297375761962e+02,-5.933311258465128049e+02,1.457748469250776679e+01,3.940300000000000136e+00
-6.840355193518664834e+00,-5.919917226883445238e+01,9.878025308827525919e+01,9.056000000000000161e-02
1.216007029754936639e+03,4.758579677809159136e+01,5.472526337197662372e+01,5.148100000000000342e+00
7.521797694182073712e+01,-1.242988384628670815e+02,1.848341509058120735e+01,2.813700000000000090e-01
3.469936614378704007e+02,5.242053024800058125e+01,3.401468118849793143e+01,7.634400000000000075e-01
-1.433756459463086230e+01,-1.172394797104758766e+02,2.343148467725243052e+02,-2.659900000000000042e-01
3.150141818217071066e+00,-1.184629856469768328e+01,4.301985982975181422e+00,-6.926700000000000045e-03
4.165371381152619961e+02,-7.310141021504721266e+02,1.198006753894479459e+02,3.923999999999999932e+00
3.289034313089431407e+02,-5.583763909666420204e+02,8.681797672556881196e+01,2.651600000000000179e+00
6.219452519686412018e+01,-1.796666049326881875e+02,5.286860984625049298e+01,4.224399999999999822e-01
2.634828585294637833e+02,-6.079842881047019318e+02,1.428141865955526839e+02,-2.746900000000000119e+00
2.917263344393589364e+01,-3.663005221094875878e+02,2.276460929991273758e+02,1.161299999999999999e+00
4.716720490014995448e+02,-1.640089099741606162e+02,-1.776768886080975562e+01,1.575299999999999923e+00
6.011537778736092008e+01,-2.394437824989084334e+02,9.047606675181881997e+01,6.263499999999999623e-01
6.085212956384785343e+01,4.016781016930312376e+01,3.799477033377718271e+02,-1.899899999999999922e-01
2.269829941040854010e+03,-1.859378977758301517e+03,-1.158936648078696408e+01,2.468299999999999983e+01
1.506406520022199658e+00,-5.031414646370658161e+00,4.119681128999745567e+01,-2.896399999999999929e-03
2.849699292344726587e+02,-6.133739967068106580e+02,1.328714924039900325e+02,2.831999999999999851e+00
6.436713014911558730e+02,1.679215637036873261e+02,1.082606610358130865e+02,-1.928500000000000103e+00
