6.877343730672696998e-03,1.151131668488625248e-03,1.488288126620940233e-04,5.035615736738024983e-04,-3.540409522321263935e-04,2.193712113665036156e-04,1.649399100488446734e-04,3.270936974768545724e-04,-2.253879835266148213e-04,-7.991762588033246573e-05,-1.116077991988873030e-04,5.918894841427935205e-05,-3.216995423038770952e-05,1.444496076077883551e-05,-1.059108335463854189e-04,-2.624435413056680488e-05,7.484760482179275698e-05,3.020445118934178552e-05,-1.667960093820752832e-05,2.186777287804808623e-05,-1.361883248351958287e-05,-6.824074789885115067e-06,1.821556312320282700e-05,1.009693112730136733e-05,-1.055484017697949639e-05,1.404090144607739177e-05,-1.202195541044615013e-05,-4.053870623590971611e-05,8.277495973296744580e-05,5.461037930698520171e-06,-2.678114755749749776e-05,4.304547988887019727e-07,-1.705112750069459615e-05,-1.088417936254137963e-05,2.708985811739061944e-05,-2.612337878504789046e-05,1.237471022719205394e-05,-1.823136227258048692e-05,6.980501553371931678e-06,-1.189770676401913363e-05,-1.509055263015923742e-05,1.439830772054229158e-05,-1.282303022953623639e-05,3.415029545872361183e-06,1.167557127523810578e-05,-8.262729411234737142e-06,7.689618113593255089e-06,1.106571348863383264e-05,2.475378371380454467e-05,8.439769263290930468e-06,-9.961383978740467882e-06,-5.165880746338391560e-06,-7.307711765713875707e-07,0.000000000000000000e+00
7.181565225750780046e-03,1.044167972141074596e-03,1.732121767495931053e-04,5.728059438754179444e-04,-3.267079966349228926e-04,2.217970147559977789e-04,8.599945168663580830e-05,2.663001212135363005e-04,-9.667317607497949439e-05,-1.189838511809759858e-04,5.388852566240442954e-05,5.655915927593735404e-05,-3.154902190893871250e-05,-4.950909332515629480e-06,-6.010137139400573147e-05,-3.371373064531280050e-05,9.377543596467141640e-05,4.794185892642577329e-05,-3.955585703016573085e-05,2.808225972311673146e-05,-2.377895432914556295e-05,-8.926183654694996861e-06,-1.195345240051493008e-05,6.277049568492731879e-05,-1.520702864987732994e-05,5.174156413767505569e-06,-1.436208525729121277e-05,-2.646242542361787464e-05,6.581870014277235725e-05,8.498216567343064298e-06,-2.667965736635746765e-05,4.197254959509288952e-06,-2.714071787091043575e-05,-1.706565472631149660e-05,1.318869038147152395e-05,-3.107449517303351172e-05,9.500228678960276341e-06,-4.514924405035758426e-05,3.246381244109697306e-05,-1.296956144131167221e-05,-1.841537971791762374e-05,1.388887985886988474e-05,-1.354403691300465340e-05,3.475669230812439281e-06,1.480116017266164263e-05,-1.258071263521287619e-05,6.895193465084048512e-06,1.059347580995018134e-05,2.121046761782707790e-05,9.096436672684227176e-06,-1.069802114395113080e-05,-4.418000622730122728e-06,-1.110878611626509027e-06,0.000000000000000000e+00
6.869520134121148702e-03,1.200071773289679289e-03,3.508853124389865741e-05,6.040864738286882973e-04,-3.615787702732076170e-04,2.512703009445171887e-04,8.395116024029203317e-05,2.447661877840179301e-04,-1.176278137968722604e-04,-1.555534868713792651e-04,4.499410511649148958e-05,3.867261343060146572e-05,-7.881550684318838762e-06,-1.504157624163116047e-05,-1.560054278302303032e-04,-2.981087555076200601e-05,8.467730657135685846e-05,2.002003680318109602e-05,2.848569963631586432e-06,2.397878960114230296e-05,-7.463757010883753651e-06,-3.781717882705981637e-06,-5.525515048288021092e-06,8.109984967347161344e-05,-2.116133054197444352e-05,1.224097110008592892e-06,-1.704211656416987353e-05,-7.931532905985916315e-06,4.476759243854377956e-05,9.921124822453997183e-06,-2.921406405298476727e-05,1.737105329438493051e-05,-6.058786200185961590e-05,-3.403119256978337503e-05,1.594786230063593990e-05,-3.888265822737935196e-05,1.546612191782870127e-05,-2.900390496568538978e-05,1.706756454372682086e-05,-1.224341470212886307e-05,-1.628742323356302535e-05,1.448983748986165665e-05,-1.280915242629632189e-05,3.614159432563379681e-06,1.446878120781036614e-05,-1.242035987170098110e-05,5.699956220017732278e-06,1.179676174023480684e-05,-9.776385889725958123e-08,1.290241833057370613e-05,-8.337470426500459553e-06,-8.338646249772541097e-06,-1.089118368408081849e-06,0.000000000000000000e+00
7.013384745282819077e-03,8.775866213734939691e-04,7.286138082753801370e-04,2.636223087692790568e-04,3.524633893681183849e-05,1.242516137455185188e-04,1.676211632458679546e-04,3.313108559916955187e-04,-2.026010808027778332e-04,-1.505229723748058301e-04,1.473125317486001506e-04,5.273860563392851475e-05,-3.073638115325127984e-05,1.268451379460300288e-05,5.367697624214518015e-06,-5.103860795174774978e-05,9.022690655891008049e-05,4.373233412718890989e-05,-2.769203881766713060e-05,9.272426837736436056e-06,7.187059430036057961e-06,2.510713224654348430e-05,2.593711383330754572e-05,1.705959774001009066e-05,-7.550133739653297482e-06,5.986661637535917180e-06,-1.090624941607609699e-05,-5.352758548793357107e-06,2.166000765346787205e-05,1.901543906229763436e-05,-3.447730084349398538e-05,1.008933431995151508e-05,-3.051231338666027249e-05,-1.499544639574357241e-05,2.558720604495245965e-05,-2.758164968863496824e-05,1.518422729418489325e-05,-2.511662028598093954e-05,1.088102948165747819e-05,-9.933474678397447022e-06,-1.566479444620183514e-05,1.543886187560516987e-05,-1.233325294680565065e-05,1.688750350226086994e-06,-2.843933206819748705e-06,1.377871417085341221e-05,1.088799645698745877e-05,9.522574816844819878e-06,-1.837950489580464364e-06,1.366616923020869123e-05,-8.995654752708137636e-06,-6.793884242628500658e-06,-1.972505518754719134e-06,0.000000000000000000e+00
5.864753965546420922e-03,9.618601279538507853e-04,1.140574993005571969e-03,-5.676512896304886091e-05,3.249482171914230832e-04,1.297081218188944618e-04,2.409201093107604663e-04,2.007532788426136250e-04,-1.409890997693397097e-04,-1.703544691031011471e-04,3.968639694829079190e-05,4.418188058397110041e-05,1.896581420046672406e-05,-3.316798460842318441e-06,-1.714968098571745259e-04,-4.734650225446390692e-05,7.636594321225320670e-05,-3.704043349161967313e-05,4.927778380842129380e-05,2.184614901296066947e-05,3.989718318608836967e-06,-2.207569057666169954e-06,1.656051882481524018e-05,5.505613737050163436e-05,-1.186906180228319840e-05,1.078069866899955542e-05,-1.378738172436166920e-05,-3.942066981452163610e-05,8.817781752756825853e-05,4.218641867725914096e-06,-2.566717941909768541e-05,-1.683038854755070091e-06,-1.861165382088803000e-06,-3.547420282856705853e-06,2.973432293063016374e-05,-2.068268933275163590e-05,2.934017728883908660e-06,-5.076728148911691108e-05,3.636147862873251313e-05,-1.335731526594385876e-05,-1.967968155225374716e-05,1.436527537868048654e-05,-1.385123134212129514e-05,1.375101387313115708e-06,-9.743227924463582212e-07,1.821102143162445230e-05,1.168761724001932123e-05,7.526251893930080428e-06,-1.568504481852528443e-07,1.320664555515271843e-05,-1.012964611174504981e-05,-5.798778651311398136e-06,2.828891799144805930e-07,0.000000000000000000e+00
7.028910036851632182e-03,1.048422249589009425e-03,2.764742641121475941e-04,5.372759842770108429e-04,-2.007357981637092337e-04,2.220523696970788663e-04,6.454836402136621132e-05,2.431377988738603335e-04,-9.296751313697670938e-05,-1.753354984619370782e-04,1.894745597306179974e-04,4.621380094427252061e-05,-1.358161530085055801e-05,-1.927873755304398973e-05,-8.145479343801831362e-05,-4.091678148909760893e-05,9.965214229079588648e-05,3.931404037627039827e-05,-3.504988515506957114e-05,2.775928838405494758e-05,-3.387135666332863337e-05,-1.810386918488227082e-05,-3.064632531690758555e-05,6.406489056687281192e-05,-2.299743278227905918e-05,-1.929354435659114131e-06,-1.522634726797145177e-05,-8.495673168990025559e-06,3.917798027708307984e-05,1.365646018314237153e-05,-2.659688643746882519e-05,5.348092070089904837e-06,-2.945460395151200395e-05,-1.568093048415208912e-05,-1.973518806708263185e-05,-3.085454660656239412e-05,7.151703069863124540e-06,-4.020278836575075232e-05,2.661243545809544031e-05,-1.328719731688576822e-05,-1.757600002921799742e-05,1.455651015702663642e-05,-1.331913733260137178e-05,3.180189957485701768e-06,1.380041698811895756e-05,-9.680415497537175895e-06,5.675674394578500426e-06,1.106628819658173057e-05,-4.428216391350048298e-06,1.356828012363808789e-05,-8.967832870798719824e-06,-7.687250240251408684e-06,-1.345907800098800067e-06,0.000000000000000000e+00
6.905434157762790903e-03,9.896104598053345747e-04,5.517361379878682470e-04,3.232429327611752168e-04,-8.261601792436401581e-05,1.529568661748914593e-04,1.771656349571770761e-04,3.895101935538214377e-04,-2.984651665913218288e-04,-1.405088918590702285e-04,7.743386918412920039e-05,4.850480334828155549e-05,-3.052519872692727176e-05,1.208113426559576098e-05,-4.548205728133192238e-05,-3.987195096089024560e-05,8.467918279986275110e-05,3.492834826485102795e-05,-1.966799989822076711e-05,1.528223972940834230e-05,-6.443292587587912124e-06,7.883254626028790568e-06,5.327030311585989608e-06,3.320569824988295338e-05,-1.592046870302343820e-05,1.771266658234793567e-06,-1.042483460950149876e-05,1.363899910930554960e-05,-5.601939137123146395e-06,2.206141364191616105e-05,-3.716351388793892596e-05,1.047729826234022887e-05,-1.501202324988293313e-05,-6.110150516991375014e-06,4.178296349932608678e-05,-1.913628595096028562e-05,1.171378231568098727e-05,-2.817517894976306891e-05,1.327574238807471829e-05,-1.066683068326468309e-05,-1.758546962338236597e-05,1.520191080617294688e-05,-1.326259503131588247e-05,1.746428541171685112e-06,1.906384765104629508e-06,8.581738382806847198e-06,9.537522961733380100e-06,8.553691366985916034e-06,6.621894361957814112e-06,1.188060575219029857e-05,-1.099717251940024454e-05,-3.487915509636785316e-06,-1.298309865810365338e-06,0.000000000000000000e+00
6.796289798827181983e-03,1.295719682504914427e-03,-1.332614411806432031e-04,6.806612009555706999e-04,-4.227888635449650323e-04,2.689256092001102161e-04,8.195237447694569966e-05,1.310678360004757792e-04,6.916999464701145683e-06,-1.398426544271802463e-04,2.233696168263410442e-05,5.547434131281114844e-05,1.012369027142412392e-05,3.765943758907153160e-06,-9.166755750744659537e-05,-6.382441518260062452e-05,8.173236792641258575e-05,-6.547507975929178770e-05,5.929681675700959609e-05,2.414136322342885776e-05,7.791337863438663192e-06,6.765098656297263702e-06,1.167110726313369540e-05,7.055288373392087919e-05,-1.714032657357256184e-05,5.629173024490619071e-06,-1.294311503341472047e-05,-5.576023610315283818e-06,3.292055353232292703e-05,1.201050076460319360e-05,-3.529278885139319755e-05,1.572753432496631909e-05,-4.058925605016083793e-05,-2.257729892207738231e-05,6.357569386983286108e-05,-2.773648659992744570e-05,1.969857921602091722e-05,-4.447029991472284394e-06,-7.260518754909073280e-06,-9.751978930827576164e-06,-1.406101367590339990e-05,1.518862824034794556e-05,-1.233118339749594838e-05,2.565765466699954089e-06,3.392295825188629266e-06,4.071576766850881768e-06,9.193797808393355808e-06,1.030103868587817217e-05,7.773632999641399977e-06,1.185064274725200484e-05,-9.058502757619546486e-06,-6.308238574448399305e-06,-9.789182260355744347e-07,0.000000000000000000e+00
6.872042390479643492e-03,1.131193753507231392e-03,2.063567698904478220e-04,4.723392030432371769e-04,-3.230515371137610003e-04,2.060771022597274182e-04,1.571918794200932723e-04,3.650787019813250822e-04,-2.626870005764669891e-04,-1.094346946541868704e-04,-9.262876955090648678e-05,3.933606557593449793e-05,-3.641047745284176074e-05,5.462437663902863783e-06,-1.487144147741537026e-04,-8.864783842099654976e-06,7.219640550082395691e-05,6.950056354199096731e-05,-2.375519011238447220e-05,1.230875509244944155e-05,9.619370427982332217e-06,1.673003246505100350e-05,3.358095946559558342e-05,3.155529679288449074e-05,-6.999706691157570049e-06,1.167718751804436295e-05,-1.321382542002202953e-05,-2.284094696999861007e-05,5.331556561161132635e-05,1.273851864797004296e-05,-2.988790973246224780e-05,2.415536199062984224e-06,-6.531866532599739372e-06,-3.218711563945930720e-08,1.927657949696293116e-05,-1.752381231168165243e-05,1.039909474964684222e-05,-4.696699674400228730e-06,-8.908945770352838522e-06,-1.062545521429703044e-05,-1.355044761008894483e-05,1.606178915336542445e-05,-1.216980021134794754e-05,1.377969443105975245e-06,-4.234019653215348455e-06,1.898129413691052036e-05,9.274645575430007227e-06,9.805324796496872608e-06,-1.633471690398735632e-05,1.572065185756477135e-05,-8.175142755806330541e-06,-8.253358128706977936e-06,-1.170128020061556029e-06,0.000000000000000000e+00
6.457238694304562321e-03,8.739194051310961164e-04,1.056449856988717073e-03,-8.626890653923302565e-07,2.181629773269078143e-04,8.541994244637418632e-05,2.690694417204486655e-04,2.760090275155668849e-04,-1.811856842519055100e-04,-1.188379507880144015e-04,-2.049620709915211947e-05,5.778391123145709685e-05,-1.356582312606047225e-05,2.747715319055543670e-05,-4.486861132690922460e-05,-5.535725384497869328e-05,7.453119715483680352e-05,-1.855664860656025539e-05,3.632845310375110159e-05,1.654960557939677557e-05,3.070531477733506875e-05,3.299164555858880021e-05,3.280127587179659798e-05,1.017545664456775967e-04,-9.419368978580422436e-06,7.933442283336589185e-06,-1.779954338271272363e-05,-1.857078680009283111e-05,5.724810878326991315e-05,9.885310760238130712e-06,-2.891052817755035420e-05,1.217362342340044812e-05,-4.110793024675318819e-05,-1.859968421480395762e-05,1.713021936522451938e-07,-3.028704481788935254e-05,1.391178559440042761e-05,-1.770228287995001537e-05,5.274308480573974833e-06,-1.164472370268621049e-05,-1.563429285683648473e-05,1.510113581804084504e-05,-1.253095291853245641e-05,3.679859342242686182e-06,1.177385926354190815e-05,-5.764980265166030904e-06,6.314151183461902406e-06,1.151885418021469931e-05,-7.994694811830349579e-06,1.401485628910181802e-05,-7.650888676935529986e-06,-9.250787718517727853e-06,-5.587365458636917026e-07,0.000000000000000000e+00
