18.681,8.8288,-4.0912,1
10.424,-12.283,1.7617,1
-8.9739,16.956,-10.601,1
-11.096,-0.15696,-14.603,1
-6.375,-7.1192,-7.3089,1
-6.5883,4.5431,-13.212,1
13.417,-9.5873,8.2546,1
-8.5492,-7.8062,-7.6437,1
1.254,16.812,-0.1552,1
5.2073,2.4145,-22.472,1
-3.8489,11.889,-7.0263,1
-22.969,12.422,-1.5075,1
2.3542,6.048,12.948,1
-9.8821,-4.1738,1.5409,1
-6.298,3.9171,0.062729,1
-15.679,-10.823,5.3079,1
-11.92,-16.244,-14.311,1
19.987,5.5372,0.1454,1
-1.0056,-17.092,-17.288,1
-9.0251,-7.8369,5.0563,1
-3.8612,-9.9731,7.4314,1
12.844,-8.452,20.42,1
12.124,7.798,-3.4651,1
-1.6982,-9.8018,-17.778,1
-5.0652,14.521,6.9168,1
-4.1227,-3.7335,5.6422,1
7.1375,7.7076,10.469,1
5.439,-7.9085,2.0824,1
5.9907,-5.2768,7.4605,1
-6.3646,4.8691,12.943,1
-23.84,-0.76122,-9.581,1
13.695,-15.164,-6.9389,1
-4.4259,-22.779,1.3896,1
-13.873,-14.035,-13.736,1
15.447,1.4495,-15.64,1
-13.656,0.34007,-11.55,1
-16.655,-7.9627,-2.9637,1
-2.3,-13.28,-12.196,1
-16.004,10.684,1.7737,1
-0.78457,24.017,10.199,1
4.3786,-9.1654,16.832,1
11.783,-1.0521,-20.566,1
-11.318,2.7662,-4.7818,1
1.23,3.0325,2.1,1
12.921,13.373,-13.283,1
17.902,-13.039,-2.8287,1
-19.101,7.0555,15.508,1
14.224,18.923,6.0996,1
-9.3267,-14.843,-16.252,1
6.975,-7.0043,17.966,1
-33.225,-15.07,-37.13,-1
-25.727,-7.9774,-3.82,-1
3.214,29.662,14.297,-1
16.012,-16.744,-16.07,-1
22.529,-15.51,9.9298,-1
5.5957,-15.993,-26.431,-1
-26.453,16.382,-8.1388,-1
-23.757,-20.129,-18.2,-1
-53.293,10.032,58.213,-1
-34.641,-24.749,-10.039,-1
28.148,-30.285,-36.243,-1
-19.401,-31.317,-29.57,-1
1.9025,-10.768,-25.077,-1
-24.933,-28.796,6.5871,-1
-59.032,-0.26997,-18.06,-1
-48.363,11.268,-14.214,-1
20.696,-2.4787,-20.04,-1
40.408,-10.188,-27.233,-1
-4.4799,-34.551,-31.255,-1
-14.618,-6.7956,-40.186,-1
7.2512,-41.691,-26.956,-1
18.9,-51.761,-43.281,-1
-36.876,1.5137,-36.559,-1
17.19,-23.426,1.8531,-1
-6.4625,-30.05,-20.744,-1
-26.824,-5.6464,-29.59,-1
4.0042,-31.804,20.967,-1
-19.455,2.952,-17.86,-1
-11.547,-31.51,-41.826,-1
2.1698,-17.498,-40.933,-1
-36.44,13.081,-25.462,-1
-42.025,-12.052,24.685,-1
5.5659,-5.0347,-44.722,-1
-33.617,-3.0169,-36.663,-1
-46.525,-18.526,-19.941,-1
-25.369,-23.136,-3.8728,-1
-44.764,-10.611,-16.71,-1
8.4408,34.592,1.6707,-1
-26.07,-20.998,-15.754,-1
11.963,-31.813,-12.176,-1
5.7546,-28.75,-11.807,-1
5.1453,-37.014,4.305,-1
4.7263,-8.4007,-64.952,-1
-32.732,-14.794,-24.952,-1
-35.757,-23.254,-17.825,-1
-24.404,-13.734,5.8595,-1
-26.938,-47.449,-19.778,-1
28.19,27.339,-10.377,-1
-7.9338,-27.956,-23.886,-1
-32.751,-15.566,-11.305,-1
