-5.077112212292733684e-03,1.996600295610662101e-04,1.783786508691653783e-03,6.272421841213016158e-04,9.408589838947045703e-04,-1.572199587918099439e-05,-5.861882251256833598e-05,-2.997601631142821077e-04,-1.024236049846916075e-04,5.072415428702958806e-04,1.078666748295376010e-04,-4.129519584106233765e-05,1.013368672253545100e-06,1.069958277633009658e-04,4.989339693350913763e-05,-1.778276575648829461e-04,2.182412125366628430e-04,2.705366073885162592e-04,-1.075373285743808083e-04,8.533509095220992435e-05,-3.131997089611537888e-05,1.140249946215421417e-04,6.076229913548614192e-05,7.635062401833980772e-05,-1.255854250071797296e-04,1.940056266858114498e-06,-6.145112587219170308e-05,4.607257340322190586e-05,-8.338253254724925512e-05,-3.903903863755608938e-05,-4.498855643728094655e-05,1.561438729691388971e-05,8.327707243127591141e-06,-2.490560247614403977e-05,-5.130423036625586519e-06,-2.293503401040730694e-05,-2.540033204156966207e-06,-3.099921517324411013e-05,6.346961140546447666e-06,-2.672527111502454034e-06,-3.581130937624354971e-07,1.206003376441611152e-05,1.125660777012704727e-05,-6.800599999999999978e-01
2.479408790527437567e-03,-3.054562998566545673e-03,2.791841557731933321e-03,4.706779822621076637e-04,-1.200467026215290556e-04,5.042884204697895001e-05,6.879257217318190953e-06,-5.195879800371505652e-04,-7.022311435223027587e-05,6.385166091739113980e-04,-4.770003665188760067e-05,-2.094027482671401152e-04,-6.482031030241586222e-05,7.200821767283649422e-05,-1.023798731882852309e-04,6.332641848486031400e-05,1.032894167751208236e-04,1.461368389817502278e-04,-5.082427280145296322e-05,1.748539126555925804e-05,3.067276591595113899e-05,-1.050203056590648387e-05,8.287722117722440274e-05,-2.317887852310018815e-05,-5.143126247997287237e-05,-3.323664039278639848e-05,-3.151943119900080248e-05,7.554055506975299039e-05,1.482829281174158353e-05,-2.608047743307695399e-05,-9.492429040719452260e-06,3.824388562279068537e-06,-1.028889588516879172e-05,-1.604352776829465199e-05,2.176395403941100426e-05,-2.318901612069490525e-05,-2.017891127858995048e-05,1.147038240489894889e-05,1.345823292941972227e-05,4.466956232018759465e-06,1.281450485796087335e-05,-1.545710611206008167e-05,2.503926688257607225e-05,8.806000000000000494e-01
-1.405977907188049603e-03,3.418097135348241444e-03,2.603024922581131939e-03,8.713353693906578101e-05,-2.581047926273061233e-04,-6.535538597045031928e-04,-2.847643124987975227e-04,-3.965565249425262451e-04,1.586489253841971703e-04,4.148910722735488221e-04,1.298143843542209908e-04,-3.940458967995608131e-04,-4.629636932940162097e-05,1.432493674546897466e-04,-1.207337870089419951e-04,-2.019165210003781574e-04,9.509712942673553826e-05,2.373253122046892205e-05,-5.473755726181916970e-05,1.159186820876012547e-04,9.303932787607660515e-05,-6.720039265106780846e-06,1.963305194391251618e-05,5.645481989358103192e-05,-9.522745866086257394e-05,-2.878326291849697682e-05,-1.580050468341642755e-05,4.404099548172002443e-05,-7.102031404837561013e-05,-4.363407219476478360e-05,1.666251331444712491e-05,1.047774322293637539e-05,-1.229312225459189278e-06,-6.629473129793339581e-06,3.070451325859480107e-05,-3.182716266802998462e-05,-5.527859976817151022e-06,2.501395752319002241e-05,1.031709493626298269e-05,-5.397768580217565670e-06,1.180422583707541051e-05,1.334007162467898411e-05,-5.112706707999237210e-06,1.840899999999999981e+00
-4.982821021954103591e-03,-2.537129283654904199e-03,1.198578171533626335e-03,-2.042002539830445329e-04,1.070069886640739876e-03,1.717554768734252946e-04,-4.270489363823459783e-04,2.729129379486217033e-05,1.811097205721701187e-04,4.259612866035489276e-04,-2.014982937781351069e-04,-3.925160376986591704e-04,-4.023934440028353876e-05,3.029271771136654579e-04,1.329702793956277773e-04,-8.647159960348260732e-05,-1.507685330611185925e-04,1.312859624001128100e-04,5.082636046283006692e-05,-1.411760266112338513e-05,3.447759748886891629e-05,-7.584059257825792599e-07,9.568926659653254063e-05,-1.011811652511518389e-04,-4.597706203285367721e-05,1.719235711183930704e-06,2.389960244730815475e-05,2.991785570394256411e-05,-4.507940855358327781e-05,-5.059516186789458914e-05,2.457089666269007822e-05,3.548092264238356108e-05,-3.649164471375421215e-05,5.606726016682550551e-05,2.957822151050670811e-05,-2.630737008724182147e-05,-2.536768343164297335e-06,1.065986535486729281e-05,-9.123078181305643852e-05,-1.329909847047616722e-05,-5.108430477376857404e-05,-4.744123186850579543e-06,8.813255852668788748e-06,-2.900900000000000034e+00
-2.427590912991106631e-03,3.177670050031888849e-03,2.501120631176356746e-03,3.999815735453438048e-04,-2.029950168805083610e-04,-6.806476328333199710e-04,-2.474291698434383235e-04,-5.772978756650726240e-04,1.865404629028954986e-04,3.606331521477379454e-04,1.170474858831482834e-04,-3.239457395583233978e-04,4.657174010633258199e-05,1.614963971771077311e-04,-7.374249722880144020e-05,-1.287310386905993198e-04,5.464185447479064095e-05,3.496117629771255952e-05,-1.471168323707860992e-05,1.203887299481287698e-04,1.312297558190289593e-04,5.713987884348181723e-06,7.875938550783168068e-06,2.802161356352250721e-05,-7.122516693097713514e-05,-7.253204113444322587e-05,-1.605150182504289091e-05,2.966136067528157838e-05,-6.075946938643994599e-05,-2.966962101008663311e-05,-6.038875545422150992e-05,3.338698637411763315e-05,7.008374025119223916e-06,-1.018057423352036750e-05,-2.107400375539469906e-06,-1.995136204718805928e-05,-2.752594844374067762e-05,1.105068638773687439e-05,-2.169704595766930311e-06,-1.154992527174769634e-06,1.446595429704933267e-05,2.372892977686724691e-05,-1.103830601789645982e-05,1.304599999999999982e+00
3.321857460898719472e-03,2.653034316062563569e-03,2.369725143184953087e-03,-6.507195984631619634e-04,7.392339404402870073e-04,-2.892268066875258725e-04,-2.786352119700241659e-04,-3.761155472674637679e-04,-1.773394096805658293e-04,6.155390459655629698e-04,2.056885211250136791e-04,-9.992522938129244636e-05,2.039891814706318307e-04,1.176443772860080728e-04,-9.156975869806238677e-05,-2.701006205546585548e-05,-3.126007445036771415e-05,2.028970307324240441e-04,-4.855794480840280869e-05,5.183953353382619866e-05,7.454587451222183248e-05,4.018990545862077823e-06,-4.530962398385796064e-06,6.984746367066918538e-06,-3.607309144443293647e-05,4.912317351790651543e-05,7.744196755476995264e-06,2.744093844764261547e-05,-6.513138119057515496e-06,-3.927453803886926664e-05,-2.142187487852442729e-05,1.791332763501074510e-05,1.963036666674522479e-05,-1.476354451690475855e-06,-7.330721422338370985e-06,-3.309932662071135567e-05,1.281866857583136010e-05,4.101670442524518734e-05,2.858948107875569633e-05,-2.976805278953609246e-05,-1.635136141209247995e-05,2.419740221248911638e-05,2.331938809607692065e-05,5.445299999999999585e+00
-3.151043162724048718e-03,-2.709740307833552464e-04,2.976518140225647979e-03,2.548272664317230429e-04,7.545608131011571906e-04,-6.467987469128133604e-04,3.747871957855419822e-04,-2.418860935369249177e-04,6.314953343611318104e-05,5.266442830434980849e-04,1.105923527484620195e-04,3.460131562063595290e-05,-2.248550092048828830e-05,6.469803063846590874e-06,-1.712974358081265081e-04,-1.016639096054483549e-04,-1.416600203851814399e-05,1.011520227606754752e-04,-2.621168578886834410e-05,-3.515429624911803330e-05,2.966477224941588275e-05,-6.953184566199643868e-05,7.431570737120862802e-05,-5.340469041414941387e-05,-8.537751900050682963e-05,-2.117771134735324523e-06,2.185181826341864308e-05,4.593480665787685879e-05,-1.035045663705380647e-04,-4.069891813307524586e-05,1.092583864964469242e-06,1.413700098229497826e-05,1.923538948567227180e-06,-2.412843420840360409e-05,-4.756658522397927413e-06,1.306167769055122108e-05,-1.358763089742698327e-05,2.782134924250723174e-05,2.030339387260049477e-05,4.222907899364969353e-06,8.981048899570076571e-06,1.851747933212521957e-06,3.436114632826559045e-07,1.193299999999999916e-02
-3.661162520092575701e-03,2.505404957889423301e-03,2.308809195051164664e-03,7.412639494031592058e-04,9.543826589034076768e-05,-5.788291752448770922e-04,-1.741157618859734413e-04,-7.216240089088499232e-04,1.078706128808670783e-04,3.462860074616713746e-04,1.242723995877881293e-04,-1.260826925531532972e-04,1.763163352244412341e-04,1.062086522661820354e-04,1.472788904988142633e-05,-3.373414650348349753e-05,6.625379296065769807e-05,1.696225043805316135e-04,5.200559839080298730e-05,5.653004251848781081e-05,4.313947138140372672e-05,3.981655835011421729e-05,1.053505598271331500e-04,-7.192161415880971020e-05,-1.103826955556330702e-05,-1.304860151596365370e-05,1.611470918688739928e-05,6.218041951500108411e-06,-1.223585731957577138e-06,-5.042148338185725720e-05,-3.101210116512875814e-06,-2.670777661084589027e-05,2.130778142361844374e-05,-4.920288424448138187e-05,1.773958327988545136e-05,-5.704727615934990226e-05,-3.715662268444219762e-05,2.344269662024611733e-05,-1.844978401677188629e-05,-1.413312371245645238e-05,4.514445297346125763e-05,5.720660553987233499e-05,-2.548717851369453058e-05,5.935300000000000020e-01
1.500273542856811471e-03,-1.631015052579676272e-03,3.600876730720348196e-03,1.579672696135347998e-04,1.986317554629468685e-04,1.573343735457033432e-04,5.925687560426329270e-05,-3.642164979437145789e-04,2.273338157454674047e-05,1.985404543092261775e-04,-6.883967254678324821e-06,-1.527749628386088077e-04,1.608069014752966375e-04,9.765751180956794286e-05,-5.640459318256851873e-05,-1.701009751817472715e-04,9.519038716160332925e-05,1.590759261775459565e-04,-6.254064330191155818e-05,3.620145803762131465e-05,6.193831581019493271e-05,-1.976958054511479546e-05,5.728300330298807808e-05,-1.462409024466371221e-05,3.069628221863407447e-05,1.590447387173066218e-05,9.187486508965836407e-06,-4.184985976374289152e-06,-8.997654814457689554e-05,-5.523737128415584507e-05,-1.842759247983050130e-05,-2.963439133973899686e-05,-4.477122848678405376e-06,-2.911784588000010388e-06,1.233582286364054426e-05,-2.310205267713749677e-05,-1.687489101137584768e-05,5.477300233924786710e-06,2.179414097380760751e-05,-8.912208637745777651e-07,-1.781959311902836518e-05,8.360687999253713087e-06,8.738761778648296286e-06,4.785800000000000054e-01
2.795576718577663655e-03,-2.674326230070356303e-03,2.846897344860876977e-03,5.366089681717589599e-04,-2.046792206256142777e-05,9.442303636209015139e-05,-1.253472028406310557e-05,-4.934561313000296323e-04,1.867276523748184758e-05,6.299497252675312353e-04,-3.976550088657937465e-05,-2.137549492626233949e-04,-3.309813263907557257e-05,5.037682060715642507e-05,-9.714852810771557046e-05,4.782795232685654874e-05,1.180559104183021013e-04,1.370744898231274211e-04,-6.577362254778229556e-05,-3.614648541261367143e-06,4.401658703878652545e-05,-1.242751337365843867e-05,7.922360145612428184e-05,-3.290827349600178309e-05,-4.427492439945668323e-05,-2.716110311423713952e-05,-5.709523495539547966e-05,4.643999884068605866e-05,9.041573076018494248e-06,-3.561604054413969322e-05,6.985203684362062404e-07,1.259533355224551343e-05,7.893903906097676781e-06,-5.917024468948817173e-06,2.501534278831485381e-06,-3.767548498817552272e-05,-1.110447353969146178e-05,9.383807588636550179e-06,1.371369643443642872e-05,1.743920730679082709e-05,6.594890876232550880e-06,-6.569949689616549904e-06,9.900046330280076745e-06,1.131000000000000005e+00
