-1.580290808834395044e-01,8.973607527726856770e-03,4.493696445472959711e-02,2.478395165764356312e-02,3.911216970244468794e-02,4.020078247730499155e-03,-5.948561983672939757e-03,-8.134821938849540190e-03,-8.972342370306057857e-03,1.574715967830006558e-02,3.309943895125400104e-03,1.256807953093491692e-05,-4.578917016530570372e-04,4.174458077728385175e-03,-2.755633268654050783e-03,-6.730991597625995970e-03,-9.605878375642279421e-03,1.030569466144802548e-02,-4.594236657333494733e-03,3.842433682194057454e-03,-2.874613240191836727e-03,5.060480745282536219e-03,1.941705983411701197e-03,3.942286232945485525e-03,-5.650663505259959085e-03,4.860180786495707506e-04,-3.449168057463092296e-03,1.323519430506098216e-03,-3.480709882358185014e-03,-8.475694531563521261e-04,-2.177637669638729512e-03,7.207124993400260138e-04,4.836904099866923268e-04,9.755382243462062952e-04,-4.864780065079732374e-04,-6.213110731824733612e-04,-6.797042127587582527e-05,1.649454417944118401e-03,-1.224058967781438412e-04,-1.446503473366556047e-04,-1.481589367684291170e-04,-5.996746172999833924e-04,5.258965474896903913e-04,1.970458835534802389e-04,-1.859721261199751008e-03,-2.051012211833153076e-03,4.272874857234043589e-04,-2.024568444592214633e-04,-2.121629935223912078e-04,2.760342432196680185e-04,-6.800599999999999978e-01
8.530859509275950936e-02,-1.020121746479511760e-01,9.001885118011206111e-02,2.288273489403984395e-02,-7.407579436472605527e-03,2.699550903659239665e-03,7.900584035728241972e-04,-1.847405219999653792e-02,-8.895959533108038775e-03,2.302352144437899706e-02,-4.478367848117392747e-03,-7.364306328298021731e-03,-4.035120522545253274e-03,7.705980880713253489e-04,5.388980523955255730e-03,3.796329713150060903e-03,-3.810962569913797782e-03,4.425105369929377419e-03,-2.094215120929610041e-03,2.225395456716960929e-04,6.343019275371064580e-04,-9.796734887824870563e-04,2.766080652862365485e-03,-9.499749799378176540e-04,-1.986097015422100265e-03,-1.427405866020844960e-03,-1.819051942229560348e-03,3.099585930055562266e-03,1.408365860489313448e-03,-4.513979681124713483e-04,-4.508636827399645219e-04,1.053531480118830022e-04,-4.144870706927206161e-04,4.574469410983383888e-04,8.953494754771473829e-04,-4.782594863543682129e-04,-6.850892583729201180e-04,-5.106856387353253535e-04,1.832316920795662440e-04,1.978737761239024451e-04,-8.772270845933821670e-04,7.577794726152387028e-04,1.214137626128763969e-03,1.235578521126129425e-04,3.639078932428513324e-04,-3.005618950809793577e-04,2.179390555010207731e-04,-3.629996657853601372e-04,-5.799482974072761587e-04,1.253670522080585492e-05,8.806000000000000494e-01
-4.875572124844837485e-02,1.136253385046758213e-01,8.071916581749238873e-02,3.528371649912140362e-03,-1.894580193048985006e-02,-2.454629449469512836e-02,-8.882262925754336180e-03,-1.211165366437458313e-02,4.404684433586839032e-03,1.385353651755225068e-02,3.317415119183986238e-03,-1.600779143173844399e-02,-3.477587690684555422e-03,3.561437076184212347e-03,5.620733428424312672e-03,-9.865786121343519954e-03,-3.011303037059348542e-03,-1.294973667146662177e-03,-1.871922404078407709e-03,5.397274551281194821e-03,3.193892522788552291e-03,-9.074996800243484429e-04,9.575416826265725767e-06,2.989450357567535743e-03,-4.081737294735418575e-03,-1.066873008336050033e-03,-1.073789532378938150e-03,1.389327680768770445e-03,-2.834328018625376089e-03,-1.307482237092594257e-03,8.807199219869887852e-04,4.267616857951961329e-04,4.182480443404301695e-05,2.803779945401152496e-05,1.358457572463722673e-03,-9.964944349142718094e-04,6.815113369997016779e-05,-1.164169152835570209e-03,-1.406390322261641401e-05,-2.651839889857565691e-04,-6.935352203125827453e-04,-6.872951013923711550e-04,-3.192091350599501887e-04,-5.119210612232333313e-04,1.488843020800267869e-03,2.780063160532988964e-03,9.979415760974497118e-05,1.328422715608790217e-05,-1.746261175556707013e-04,-1.176042025689667814e-03,1.840899999999999981e+00
-1.392315102143052985e-01,-7.044465736571076109e-02,2.098967860792580464e-02,-1.137829483357421026e-02,3.965327393270692141e-02,1.034896281710667720e-02,-2.040903674665178746e-02,6.439776623558601809e-03,4.384972470307044179e-03,1.397008248522063623e-02,-1.217513407683123994e-02,-1.626811444484604213e-02,-2.732752019377442110e-03,1.498514284180857414e-02,-3.869722914589118767e-03,-2.471713809807256357e-03,8.701547374477064389e-03,3.819565828222196147e-03,2.371582134236938089e-03,-2.012230854839952565e-03,8.264719099392858759e-04,-5.846628990615193588e-04,3.143430468728808380e-03,-4.861167878529581987e-03,-1.817293272007067251e-03,2.659767940278237597e-04,9.696552925792106814e-04,8.253103328696165253e-04,-1.533966726404240033e-03,-1.677121035802461857e-03,1.124562891621626315e-03,1.507672521742886573e-03,-1.603095762748918407e-03,-3.237674254193245726e-03,1.372914517744072693e-03,-7.218920825560193322e-04,1.658948388185144118e-04,-2.177658572967700046e-04,-5.037162835448777409e-03,-5.687802126209950959e-04,2.531592195026841075e-03,4.904663177977830468e-04,3.365069039240609072e-04,-1.814394550008681384e-03,4.578677731353758551e-04,-1.114596829535921541e-03,3.624482231827652612e-04,-1.151145255708571624e-04,-5.177775850132432245e-04,-3.051823521427812769e-04,-2.900900000000000034e+00
-8.224155260547044710e-02,1.057840153067697297e-01,7.627855287123233574e-02,1.771116596298689949e-02,-1.541140018656174393e-02,-2.591484199632766716e-02,-8.384121063054139622e-03,-2.089930062109682241e-02,5.911615098040778893e-03,1.147550405856812006e-02,2.954389802705015278e-03,-1.293946264555812659e-02,1.229674688247292536e-03,5.239682173346318916e-03,4.473596185846417939e-03,-6.027797722487501786e-03,-1.192771227936637035e-03,-7.923308264009901181e-04,-3.785082846508025511e-05,5.651441566658810256e-03,5.146433615958831420e-03,-2.623598234739316082e-04,-7.774189155257821282e-04,1.506690646300740122e-03,-2.984154556380805290e-03,-3.260157903917829114e-03,-1.031770631973030761e-03,6.726626941931518333e-04,-2.333706713245287112e-03,-3.916998832556306542e-04,-2.938161807804845482e-03,1.596239315690112237e-03,4.222297918919926119e-04,1.860523800777669212e-04,-3.245250095093576981e-04,-2.959105698359665304e-04,-1.058472206643304436e-03,-5.101820046577998369e-04,-6.160038590033167782e-04,-3.840970147728217654e-05,-8.012037701512486620e-04,-1.215581026673295817e-03,-6.025315842302925162e-04,-8.000616269594057473e-05,1.130901494350675107e-03,5.842096168722776817e-04,3.472064056079249283e-04,-5.618450419829362774e-04,-1.046997180043737763e-03,9.246101775261389433e-05,1.304599999999999982e+00
1.092121138290121918e-01,9.193311256273023480e-02,6.912468550565942227e-02,-3.329359644964612758e-02,2.487187275169524397e-02,-1.065105212736809637e-02,-1.024076638270721151e-02,-1.191974023638436853e-02,-1.335937061197733922e-02,2.058634199430123268e-02,7.005458388872176645e-03,-2.926897243129618353e-03,9.600812791329758900e-03,2.779748206040100200e-03,4.771697666517360492e-03,-7.906082990504353925e-04,2.843212660047444995e-03,7.497362707923060920e-03,-2.384862664447262581e-03,2.457833144628579491e-03,2.474015824152075993e-03,-4.145900985557948726e-04,-1.174528433315710774e-03,4.732196573350999635e-04,-1.142791988330574271e-03,2.671513695124944077e-03,2.224125105444729744e-04,7.561729320574028801e-04,4.085059415927794202e-04,-9.874659532926044481e-04,-1.031308203734482287e-03,8.873199627605909967e-04,1.084104356786214085e-03,-2.426412279165068853e-04,-5.865332379185739242e-04,-1.081569839321686044e-03,1.048470955303928975e-03,-1.853338083644795464e-03,8.984852155210776292e-04,-1.497136943099858231e-03,7.373842182068074402e-04,-1.148744582882998966e-03,1.128076371095576569e-03,-2.267074320744244531e-05,-1.614675300558171545e-04,4.828780291910028666e-05,-2.131093265707872941e-04,-7.707537732974251155e-04,-1.237349338535087551e-04,-2.363360041639089859e-04,5.445299999999999585e+00
-1.093759473948188732e-01,-6.915535979506393094e-03,9.746529955499440290e-02,9.062348666993187696e-03,3.287143898479626125e-02,-2.554602003148320755e-02,1.532967918459415824e-02,-5.154755050395837257e-03,-1.569839042543916263e-03,1.805268828598605158e-02,2.072841475008413425e-03,4.456106274155144376e-03,-1.164647643702401703e-03,-3.765085548392735348e-03,5.473590759439511677e-03,-4.243618482912200895e-03,1.867915291712138326e-03,2.311060566474815170e-03,-1.340916156640170609e-03,-2.523133624996232172e-03,6.686111103093306252e-04,-3.920773384773895698e-03,2.309633113883408084e-03,-2.345665159941390243e-03,-3.594060818906882893e-03,1.679991852713280664e-04,7.983419869004859670e-04,1.566875045601309746e-03,-4.490889873936226850e-03,-1.156997627507691528e-03,8.768242678941495782e-05,6.712492319822516151e-04,1.467461990685148265e-04,8.384964248266402187e-04,-4.334949611286553761e-04,1.313085830173588153e-03,-1.205984983141950018e-04,-1.245202167412584604e-03,4.952331069343340886e-04,2.029256809200075118e-04,-6.176302345425530027e-04,-9.744979806391995680e-05,-4.725234321467652876e-05,-4.785218785195929914e-04,3.669746352835678849e-04,-3.486805158135347638e-04,2.340489824778080319e-04,-1.097795663634743013e-03,-4.378865291863043296e-04,1.073709128477241814e-03,1.193299999999999916e-02
-1.213674324132147930e-01,8.398827643126829945e-02,6.778592065973962355e-02,3.246226472159370602e-02,-2.719041876622224629e-04,-2.139298052762496349e-02,-7.497482405858457710e-03,-2.806641737833093231e-02,2.033218215897067416e-03,1.008531163828083055e-02,3.878928368289902284e-03,-3.944195101754421895e-03,8.085645667177288054e-03,3.981938526954789670e-03,2.341540861304225452e-04,-1.619878057500037660e-04,-2.320278040060533287e-03,5.559941812646226889e-03,3.008475784899877770e-03,1.558675092094202741e-03,1.231269799888579097e-03,1.726310852635082327e-03,3.577794223267136142e-03,-3.707634298981410392e-03,-2.789363965495506026e-05,-3.857494457432802948e-04,7.213540030463622132e-04,-2.838108510860859468e-04,6.783783940524368283e-04,-1.537856935088274812e-03,-1.062091921502361647e-04,-1.281760056707437201e-03,1.111135704529864210e-03,2.210201178683673939e-03,6.141207665625314505e-04,-2.101519473667420868e-03,-1.660536842699275595e-03,-1.275779809329691261e-03,-1.504040466713318924e-03,-6.503140232702597778e-04,-2.171405291834800633e-03,-2.992539155430629094e-03,-1.295524201721520718e-03,8.588559520245411805e-04,7.711514358181015272e-04,-1.589787314867814605e-03,1.750571989439508869e-05,-6.092854970504435475e-04,-7.611215672933546728e-04,1.044870633448762021e-03,5.935300000000000020e-01
5.419198529704817580e-02,-5.605257486861764393e-02,1.275738990861543798e-01,6.864696222746706489e-03,6.601056075575179038e-03,9.081434632007598373e-03,2.511373046448883706e-03,-1.226139071736567776e-02,-1.787276590615866079e-04,2.705442064471735852e-03,-2.635052427863826541e-03,-5.154320251059413271e-03,7.110292849877138111e-03,2.200378431770871890e-03,1.649254601332250658e-03,-7.216914320153131057e-03,-3.576774030935037096e-03,5.040985424395870440e-03,-2.735516672846771691e-03,1.343114785314347692e-03,1.880192877276670727e-03,-1.419815205340790865e-03,1.487551224777644565e-03,-7.183735159792814517e-04,2.190567838344661955e-03,1.060213712554103349e-03,2.834666436874189177e-04,-9.764734603825431236e-04,-3.714842958713160392e-03,-1.686194837515073153e-03,-9.020312827341808726e-04,-1.558017861044563857e-03,-1.074765679839884136e-05,-1.492253662828402216e-04,4.225744500541139814e-04,-4.965077829822139854e-04,-5.462627847853673835e-04,-1.805418304854644607e-04,6.393659722900291165e-04,-5.464306103220017974e-05,7.268519095390835183e-04,-3.458299547219600978e-04,3.894767527417575259e-04,3.040296580197332510e-04,3.407522888983702258e-04,-3.070497806908212279e-04,-5.147711519698505711e-05,-2.223947623421346220e-04,-1.056000653312627602e-03,4.792474275335037448e-04,4.785800000000000054e-01
9.647254846767668035e-02,-8.930428791404068645e-02,9.247632008004021131e-02,2.563508335735283084e-02,-2.813832879593691771e-03,4.422496904638709148e-03,-3.017966879390598933e-04,-1.732111116351431335e-02,-4.591105751752533326e-03,2.332814029237278985e-02,-4.173014955014431315e-03,-7.732359807417321651e-03,-2.496884881362418374e-03,-1.471401959499823997e-04,4.795154653576688686e-03,3.184301122258412220e-03,-4.539523437517539728e-03,3.961058737362022075e-03,-2.991578264683991684e-03,-6.602517178534994535e-04,1.340017109371288706e-03,-1.104379085493586987e-03,2.515428562415378266e-03,-1.433350667809862866e-03,-1.636944029997783323e-03,-1.110161561419922838e-03,-3.019466994440139773e-03,1.563701678557447017e-03,1.201353556853079763e-03,-8.893990847014671131e-04,7.247067711021321079e-05,5.837039101503349592e-04,4.700601784836666575e-04,-2.998563564945988524e-05,-8.206385862569165468e-05,-1.240219777818296620e-03,-3.015575687131955007e-04,-3.835435620859473094e-04,2.121786968352634695e-04,8.620027413892283885e-04,-5.473453020540530733e-04,3.414101313937156768e-04,4.486373693580181232e-04,-3.620317703162262424e-04,1.713074608632528251e-04,-3.543786737329746028e-05,3.407483696007407303e-04,-9.927195701105451242e-04,3.642205764914363542e-05,1.580858055778150417e-04,1.131000000000000005e+00
